ID,ADULTS,CHILDREN,INFANTS,HAUL_TYPE,DISTANCE,DEVICE,TRIP_TYPE,EXTRA_BAGGAGE,TRIP_LEN_DAYS,COMPANY,FAMILY_SIZE,IS_ALONE
25331,1,0,0,CONTINENTAL,2575.48,TABLET,ROUND_TRIP,NO_EXTRA_BAGGAGE,120,EDREAMS,1,ALONE
24846,1,0,0,CONTINENTAL,363.587,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,2,EDREAMS,1,ALONE
9932,1,0,0,CONTINENTAL,2263.91,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,7,EDREAMS,1,ALONE
39913,2,0,0,INTERCONTINENTAL,12147.2,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,14,OPODO,2,NOT_ALONE
13432,1,0,0,DOMESTIC,474.045,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,14,EDREAMS,1,ALONE
49809,1,0,0,CONTINENTAL,1017.91,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,1,OPODO,1,ALONE
16362,1,0,0,DOMESTIC,2174.68,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,3,EDREAMS,1,ALONE
27847,2,0,0,INTERCONTINENTAL,1062.46,COMPUTER,MULTI_DESTINATION,NO_EXTRA_BAGGAGE,9,EDREAMS,2,NOT_ALONE
32865,3,0,0,CONTINENTAL,2680.34,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,8,OPODO,3,NOT_ALONE
6302,1,0,0,INTERCONTINENTAL,5049.65,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,48,GO_VOYAGE,1,ALONE
47171,2,0,0,DOMESTIC,365.392,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,2,OPODO,2,NOT_ALONE
30830,1,0,0,DOMESTIC,903.665,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
23189,1,0,0,CONTINENTAL,2774.82,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,7,EDREAMS,1,ALONE
20669,1,0,0,CONTINENTAL,1875.78,COMPUTER,MULTI_DESTINATION,NO_EXTRA_BAGGAGE,10,OPODO,1,ALONE
5748,1,0,0,DOMESTIC,704.878,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
16623,1,0,0,CONTINENTAL,872.574,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,9,EDREAMS,1,ALONE
21555,1,0,0,INTERCONTINENTAL,1284.94,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,1,ALONE
11035,1,0,0,DOMESTIC,653.486,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
35518,1,0,0,INTERCONTINENTAL,5524.13,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,118,OPODO,1,ALONE
5754,1,0,0,CONTINENTAL,346.229,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,3,EDREAMS,1,ALONE
9736,1,0,0,INTERCONTINENTAL,4193.18,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,9,OPODO,1,ALONE
11282,1,0,0,CONTINENTAL,1586.61,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,1,ALONE
1566,1,0,0,INTERCONTINENTAL,1880.4,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,21,GO_VOYAGE,1,ALONE
22268,2,0,0,DOMESTIC,217.578,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,2,NOT_ALONE
1622,1,0,0,INTERCONTINENTAL,4225.64,TABLET,ROUND_TRIP,NO_EXTRA_BAGGAGE,10,GO_VOYAGE,1,ALONE
48365,3,0,0,INTERCONTINENTAL,866.218,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,GO_VOYAGE,3,NOT_ALONE
36941,2,0,0,DOMESTIC,553.109,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,3,OPODO,2,NOT_ALONE
41145,1,2,0,CONTINENTAL,1335.94,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,3,NOT_ALONE
7366,1,0,0,CONTINENTAL,1441.14,TABLET,ONE_WAY,NO_EXTRA_BAGGAGE,0,GO_VOYAGE,1,ALONE
18957,1,0,0,DOMESTIC,893.514,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
27124,2,0,0,CONTINENTAL,1215.71,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,4,OPODO,2,NOT_ALONE
38838,1,0,0,INTERCONTINENTAL,6906.26,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,11,OPODO,1,ALONE
19436,2,3,1,INTERCONTINENTAL,520.777,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,42,OPODO,6,NOT_ALONE
31851,1,0,0,DOMESTIC,659.272,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,3,EDREAMS,1,ALONE
43113,2,0,0,DOMESTIC,1197.22,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,2,NOT_ALONE
21854,2,0,0,CONTINENTAL,852.279,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,2,OPODO,2,NOT_ALONE
37026,1,0,0,DOMESTIC,691.08,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,2,EDREAMS,1,ALONE
38883,1,0,0,INTERCONTINENTAL,9162.94,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,12,EDREAMS,1,ALONE
461,3,0,0,CONTINENTAL,512.804,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,3,EDREAMS,3,NOT_ALONE
13749,3,0,0,DOMESTIC,5311.47,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,5,EDREAMS,3,NOT_ALONE
82,1,0,0,CONTINENTAL,1330.96,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,1,ALONE
30753,1,0,0,CONTINENTAL,1021.48,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,GO_VOYAGE,1,ALONE
46930,1,2,0,INTERCONTINENTAL,998.979,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,14,OPODO,3,NOT_ALONE
3287,1,0,0,INTERCONTINENTAL,1062.46,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,3,EDREAMS,1,ALONE
40740,1,0,0,CONTINENTAL,1659,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,2,OPODO,1,ALONE
21899,1,0,0,CONTINENTAL,1032.71,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,2,EDREAMS,1,ALONE
33677,1,0,0,CONTINENTAL,957.702,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
48158,1,0,0,CONTINENTAL,1453.92,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,9,OPODO,1,ALONE
19827,1,1,0,DOMESTIC,625.168,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,2,NOT_ALONE
5169,2,0,0,INTERCONTINENTAL,8058.8,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,43,EDREAMS,2,NOT_ALONE
23760,1,0,0,CONTINENTAL,1711.3,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,GO_VOYAGE,1,ALONE
30947,1,0,0,DOMESTIC,309.808,COMPUTER,MULTI_DESTINATION,NO_EXTRA_BAGGAGE,1,EDREAMS,1,ALONE
32003,2,2,0,INTERCONTINENTAL,7991.15,TABLET,ROUND_TRIP,NO_EXTRA_BAGGAGE,19,OPODO,4,NOT_ALONE
25162,1,0,0,CONTINENTAL,1934.03,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
16820,1,0,0,INTERCONTINENTAL,1370.61,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,25,GO_VOYAGE,1,ALONE
45204,3,0,0,CONTINENTAL,1571.08,SMARTPHONE,MULTI_DESTINATION,NO_EXTRA_BAGGAGE,4,OPODO,3,NOT_ALONE
49369,1,0,0,CONTINENTAL,867.59,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
10370,1,0,0,CONTINENTAL,1100.32,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,9,GO_VOYAGE,1,ALONE
10023,3,1,0,CONTINENTAL,951.205,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,3,OPODO,4,NOT_ALONE
14982,1,0,0,CONTINENTAL,1732.53,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,8,EDREAMS,1,ALONE
21415,3,0,0,DOMESTIC,1549.66,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,4,EDREAMS,3,NOT_ALONE
44087,3,0,0,CONTINENTAL,1323.72,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,7,OPODO,3,NOT_ALONE
27477,2,0,0,DOMESTIC,749.782,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,7,EDREAMS,2,NOT_ALONE
1810,1,0,0,DOMESTIC,464.994,TABLET,ROUND_TRIP,NO_EXTRA_BAGGAGE,0,OPODO,1,ALONE
23844,1,0,0,DOMESTIC,1174,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,4,EDREAMS,1,ALONE
30175,2,0,0,CONTINENTAL,1215.6,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,2,NOT_ALONE
47784,1,0,0,CONTINENTAL,2458.34,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,3,GO_VOYAGE,1,ALONE
42643,3,0,0,DOMESTIC,363.017,COMPUTER,MULTI_DESTINATION,NO_EXTRA_BAGGAGE,2,OPODO,3,NOT_ALONE
9725,2,0,0,DOMESTIC,1653.4,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,2,NOT_ALONE
28711,3,0,0,INTERCONTINENTAL,3274.28,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,7,EDREAMS,3,NOT_ALONE
33969,2,0,0,DOMESTIC,202.221,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,7,EDREAMS,2,NOT_ALONE
23073,1,0,0,INTERCONTINENTAL,1898.92,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,15,OPODO,1,ALONE
48297,2,0,0,DOMESTIC,867.05,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,2,EDREAMS,2,NOT_ALONE
45790,1,0,0,DOMESTIC,550.694,OTHER,ROUND_TRIP,NO_EXTRA_BAGGAGE,7,OPODO,1,ALONE
44822,1,0,0,INTERCONTINENTAL,9448.12,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,17,EDREAMS,1,ALONE
38117,1,0,0,CONTINENTAL,2070.49,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,14,EDREAMS,1,ALONE
35694,1,0,0,DOMESTIC,600.782,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,2,OPODO,1,ALONE
8809,1,0,0,DOMESTIC,1058.65,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,2,EDREAMS,1,ALONE
14511,1,0,0,DOMESTIC,627.977,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,3,EDREAMS,1,ALONE
19697,2,0,0,INTERCONTINENTAL,5473.83,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,15,EDREAMS,2,NOT_ALONE
5185,1,0,0,CONTINENTAL,1773.44,TABLET,ROUND_TRIP,NO_EXTRA_BAGGAGE,10,EDREAMS,1,ALONE
35707,2,0,0,INTERCONTINENTAL,9447.28,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,15,OPODO,2,NOT_ALONE
20186,1,0,0,CONTINENTAL,3253.61,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,15,OPODO,1,ALONE
15098,1,0,0,CONTINENTAL,1091.85,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
12314,1,0,0,INTERCONTINENTAL,8942.34,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,69,EDREAMS,1,ALONE
14685,1,0,0,DOMESTIC,1311.63,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
32864,1,0,0,CONTINENTAL,756.26,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
27593,1,0,0,CONTINENTAL,1185.17,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,1,ALONE
14344,0,1,0,INTERCONTINENTAL,1799.72,OTHER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
26801,2,0,0,CONTINENTAL,2220.27,COMPUTER,MULTI_DESTINATION,NO_EXTRA_BAGGAGE,14,EDREAMS,2,NOT_ALONE
27225,1,0,0,CONTINENTAL,645.568,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,3,EDREAMS,1,ALONE
45643,1,0,0,DOMESTIC,907.493,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,10,OPODO,1,ALONE
37162,2,1,1,CONTINENTAL,1736.19,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,4,NOT_ALONE
45593,1,0,0,INTERCONTINENTAL,9079.59,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,18,EDREAMS,1,ALONE
15477,1,0,0,CONTINENTAL,1134.71,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
13707,1,0,1,CONTINENTAL,653.642,OTHER,ROUND_TRIP,NO_EXTRA_BAGGAGE,4,OPODO,2,NOT_ALONE
2326,2,0,0,CONTINENTAL,1488.86,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,2,NOT_ALONE
11567,1,1,0,CONTINENTAL,636.83,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,2,NOT_ALONE
11696,2,2,0,DOMESTIC,405.867,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,6,EDREAMS,4,NOT_ALONE
26493,1,0,0,CONTINENTAL,1110.63,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,1,OPODO,1,ALONE
19974,4,0,0,INTERCONTINENTAL,1799.72,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,343,OPODO,4,NOT_ALONE
40682,2,0,0,CONTINENTAL,1857.89,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,2,NOT_ALONE
49972,2,1,0,INTERCONTINENTAL,5457.25,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,6,OPODO,3,NOT_ALONE
41874,1,0,0,INTERCONTINENTAL,7226.12,TABLET,ROUND_TRIP,NO_EXTRA_BAGGAGE,20,OPODO,1,ALONE
12298,1,0,0,DOMESTIC,202.221,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,5,EDREAMS,1,ALONE
43987,1,0,0,CONTINENTAL,1119.91,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,7,OPODO,1,ALONE
8127,1,0,0,DOMESTIC,354.905,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
36952,1,0,0,CONTINENTAL,1290.53,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,42,EDREAMS,1,ALONE
30931,2,0,0,DOMESTIC,1553.92,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,7,EDREAMS,2,NOT_ALONE
35706,1,1,0,CONTINENTAL,2107.38,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,7,EDREAMS,2,NOT_ALONE
40105,1,0,0,INTERCONTINENTAL,1591.58,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,GO_VOYAGE,1,ALONE
34101,2,0,0,CONTINENTAL,1853.89,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,2,NOT_ALONE
48093,2,0,0,CONTINENTAL,1660.44,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,2,NOT_ALONE
27498,1,0,0,DOMESTIC,674.215,COMPUTER,MULTI_DESTINATION,NO_EXTRA_BAGGAGE,3,EDREAMS,1,ALONE
48422,1,0,0,DOMESTIC,456.815,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,3,EDREAMS,1,ALONE
2818,2,0,0,INTERCONTINENTAL,7528.89,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,15,OPODO,2,NOT_ALONE
48466,1,0,0,INTERCONTINENTAL,1217.62,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,5,GO_VOYAGE,1,ALONE
1436,1,0,0,CONTINENTAL,941.463,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
39469,1,0,0,CONTINENTAL,2196.69,COMPUTER,MULTI_DESTINATION,NO_EXTRA_BAGGAGE,2,EDREAMS,1,ALONE
41204,1,0,0,INTERCONTINENTAL,7356.33,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
15125,1,0,0,CONTINENTAL,1829.04,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,9,EDREAMS,1,ALONE
41035,1,0,0,CONTINENTAL,727.505,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,1,ALONE
3851,1,0,0,INTERCONTINENTAL,1761.75,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,6,OPODO,1,ALONE
38619,2,0,0,CONTINENTAL,1389.9,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,6,EDREAMS,2,NOT_ALONE
11699,2,0,0,DOMESTIC,600.782,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,0,OPODO,2,NOT_ALONE
40195,2,0,0,CONTINENTAL,2085.75,TABLET,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,2,NOT_ALONE
2851,2,0,0,CONTINENTAL,591.378,SMARTPHONE,MULTI_DESTINATION,NO_EXTRA_BAGGAGE,6,OPODO,2,NOT_ALONE
32512,1,0,0,DOMESTIC,456.815,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
2379,1,0,0,CONTINENTAL,1233.86,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
6618,2,0,0,INTERCONTINENTAL,12381.9,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,14,GO_VOYAGE,2,NOT_ALONE
9861,2,0,0,INTERCONTINENTAL,6739.48,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,5,EDREAMS,2,NOT_ALONE
739,2,0,0,INTERCONTINENTAL,1597.19,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,22,EDREAMS,2,NOT_ALONE
15467,1,0,0,CONTINENTAL,692.379,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
17585,1,0,0,INTERCONTINENTAL,6149.26,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,10,EDREAMS,1,ALONE
1718,1,0,0,CONTINENTAL,1441.14,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,6,OPODO,1,ALONE
33658,2,0,0,DOMESTIC,134.429,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,2,EDREAMS,2,NOT_ALONE
25042,1,0,0,CONTINENTAL,1135.3,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
2871,1,0,0,DOMESTIC,147.613,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,5,EDREAMS,1,ALONE
30894,1,0,0,INTERCONTINENTAL,9012.7,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,29,EDREAMS,1,ALONE
28910,1,0,0,INTERCONTINENTAL,1896.48,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
2389,1,0,0,INTERCONTINENTAL,3545.25,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,9,EDREAMS,1,ALONE
32302,1,0,0,CONTINENTAL,913.117,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,2,OPODO,1,ALONE
26897,2,0,0,CONTINENTAL,1106.32,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,1,EDREAMS,2,NOT_ALONE
6591,1,0,0,DOMESTIC,4108.93,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,1,ALONE
20576,2,1,0,INTERCONTINENTAL,10996.8,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,27,EDREAMS,3,NOT_ALONE
41137,3,0,0,CONTINENTAL,1441.14,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,5,GO_VOYAGE,3,NOT_ALONE
21423,1,0,0,DOMESTIC,202.221,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
32482,2,0,0,CONTINENTAL,368.844,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,1,OPODO,2,NOT_ALONE
23645,4,0,0,CONTINENTAL,994.518,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,4,NOT_ALONE
3406,1,0,0,CONTINENTAL,1441.14,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,8,EDREAMS,1,ALONE
9181,2,0,0,CONTINENTAL,1857.12,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,5,EDREAMS,2,NOT_ALONE
15176,2,0,0,CONTINENTAL,1785.7,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,2,NOT_ALONE
475,1,0,0,DOMESTIC,269.808,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
36549,1,0,0,CONTINENTAL,829.33,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
13898,1,0,0,CONTINENTAL,1441.14,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,3,EDREAMS,1,ALONE
23798,1,0,0,CONTINENTAL,1684.14,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
23932,1,0,0,INTERCONTINENTAL,1814.66,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,GO_VOYAGE,1,ALONE
7337,1,0,0,CONTINENTAL,1456.53,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
4303,1,1,0,CONTINENTAL,1302.1,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,28,OPODO,2,NOT_ALONE
48654,1,0,0,DOMESTIC,849.576,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,4,GO_VOYAGE,1,ALONE
43343,1,0,0,INTERCONTINENTAL,9405.81,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,36,OPODO,1,ALONE
5830,2,0,0,CONTINENTAL,1803.04,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,5,OPODO,2,NOT_ALONE
30955,1,0,0,DOMESTIC,528.599,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,6,EDREAMS,1,ALONE
16041,1,0,0,DOMESTIC,409.553,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
15045,1,2,1,INTERCONTINENTAL,1198.96,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,GO_VOYAGE,4,NOT_ALONE
7929,1,0,0,CONTINENTAL,1290.53,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
17272,1,1,0,DOMESTIC,543.668,TABLET,ROUND_TRIP,NO_EXTRA_BAGGAGE,2,EDREAMS,2,NOT_ALONE
4553,2,0,0,DOMESTIC,509.05,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,2,EDREAMS,2,NOT_ALONE
46825,1,3,0,INTERCONTINENTAL,2279.18,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,4,NOT_ALONE
26195,1,0,0,DOMESTIC,838.929,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,4,EDREAMS,1,ALONE
8285,1,0,0,INTERCONTINENTAL,4193.18,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,12,GO_VOYAGE,1,ALONE
35055,2,0,0,CONTINENTAL,845.661,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,1,EDREAMS,2,NOT_ALONE
49545,1,0,0,CONTINENTAL,1050.09,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,GO_VOYAGE,1,ALONE
30836,1,0,0,CONTINENTAL,1814.04,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,1,ALONE
41599,1,0,0,DOMESTIC,880.087,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,9,GO_VOYAGE,1,ALONE
38345,1,0,0,INTERCONTINENTAL,6754.04,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,23,OPODO,1,ALONE
3622,1,0,0,CONTINENTAL,6450.15,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,1,OPODO,1,ALONE
19192,2,0,0,INTERCONTINENTAL,2383.94,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,2,NOT_ALONE
38124,1,0,0,INTERCONTINENTAL,10356,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,32,OPODO,1,ALONE
2717,1,0,0,INTERCONTINENTAL,5115.55,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,6,GO_VOYAGE,1,ALONE
18229,2,0,0,DOMESTIC,628.844,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,2,NOT_ALONE
33572,3,0,0,CONTINENTAL,1358.6,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,3,NOT_ALONE
20517,1,0,0,INTERCONTINENTAL,7494.86,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,28,EDREAMS,1,ALONE
22612,1,0,0,CONTINENTAL,826.921,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,34,OPODO,1,ALONE
29678,1,0,0,DOMESTIC,1047.57,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,5,EDREAMS,1,ALONE
8916,1,1,0,INTERCONTINENTAL,930.491,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,GO_VOYAGE,2,NOT_ALONE
29031,1,0,0,DOMESTIC,2174.68,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,2,EDREAMS,1,ALONE
